Location,Model,n_train,n_val,n_test,Train_R2,Train_RMSE,Train_MAE,Train_MAPE,Train_MedAE,Val_R2,Val_RMSE,Val_MAE,Val_MAPE,Val_MedAE,Test_R2,Test_RMSE,Test_MAE,Test_MAPE,Test_MedAE
1799 Sok No:14 Bostanlı,Ridge,14,3,4,0.8463395343371166,0.1316298353754014,0.11268611778428753,0.0012659118936649235,0.10877826751655562,-8.22734467654193,0.3992432148538354,0.3030311368899656,0.003393219498233078,0.1731567688912179,-3.490455706395193,0.9802807196156755,0.8774322524044393,0.009864046886732144,0.9004983567594138
1799 Sok No:14 Bostanlı,RandomForest,14,3,4,0.1389949666743484,0.3115846905275865,0.248038710597001,0.0027833049012707402,0.2074379066022587,-7.964824299810678,0.393522948412605,0.3699287560807581,0.004135665519656594,0.3324698241748507,-0.06755227336654523,0.47796910694952927,0.4355075703293174,0.004875863236272009,0.46477758724671503
1799 Sok No:14 Bostanlı,GradientBoosting,14,3,4,-0.0005652876393102968,0.33588915485577026,0.26388475160347113,0.002961337931259667,0.22915022746131086,-9.557884630521164,0.427058753691724,0.4063311004004646,0.00454289284726008,0.3709019496514969,-0.14886705276767564,0.4958383799503687,0.45071074123295674,0.0050449013137513436,0.4714852108281633
1799 Sok No:14 Bostanlı,XGBoost,14,3,4,0.5467936753578773,0.22605871086165436,0.15843711464158922,0.00177801904116461,0.1006474308749219,-8.26464751890901,0.4000493994015002,0.3622074790555132,0.004048751670454938,0.35643378484951427,-0.09952021139195488,0.4850727310939292,0.4454674398413552,0.004986956051539186,0.4668274654668352
