Location,Model,n_train,n_val,n_test,Train_R2,Train_RMSE,Train_MAE,Train_MAPE,Train_MedAE,Val_R2,Val_RMSE,Val_MAE,Val_MAPE,Val_MedAE,Test_R2,Test_RMSE,Test_MAE,Test_MAPE,Test_MedAE
R.erkutlu Şehitlik Önü No:290/a Kadifekale,Ridge,15,3,4,0.8440688161350337,0.0796432392289616,0.07113733981671638,0.0007892959267110799,0.058065177765044496,-7.5004514884717555,0.5224512966198249,0.5195948833168558,0.005773793732946233,0.5566966177884041,-3.449678385404221,1.303381095325218,1.1513151310382952,0.012815778909972396,1.2966618994883063
R.erkutlu Şehitlik Önü No:290/a Kadifekale,RandomForest,15,3,4,0.2764993166256431,0.1715544152967444,0.13935052177012514,0.0015443714026243673,0.16653837342320799,-1.2303702824624203,0.26761675460160234,0.20166472060073679,0.0022445503220014187,0.1025663248621953,-0.12692033078503906,0.6559242894986586,0.38240679345814144,0.00429328727309482,0.10517834592027953
R.erkutlu Şehitlik Önü No:290/a Kadifekale,GradientBoosting,15,3,4,-0.0012504159307415996,0.20181515783025644,0.16601087039944484,0.001839823330393573,0.18097076495915587,-0.9467391830279726,0.25002227342963795,0.17435724197891508,0.0019412154336587231,0.07074434856161815,-0.18219763970304226,0.6718187962984642,0.4002264781528133,0.004491951114736481,0.12758734139807615
R.erkutlu Şehitlik Önü No:290/a Kadifekale,XGBoost,15,3,4,0.17038645802380026,0.18370473203610657,0.1436152517456416,0.0015914425717857559,0.15559585877578286,-0.8124641167601108,0.24124566787086682,0.16639770037887539,0.0018526777094955884,0.07002001610871389,-0.17191855579633852,0.6688917229372898,0.4038196929632498,0.004531363350176525,0.1353764931869179
