Location,Model,n_train,n_val,n_test,Train_R2,Train_RMSE,Train_MAE,Train_MAPE,Train_MedAE,Val_R2,Val_RMSE,Val_MAE,Val_MAPE,Val_MedAE,Test_R2,Test_RMSE,Test_MAE,Test_MAPE,Test_MedAE
7348 Sok. No:2 Polis Merkezi Yamanlar,Ridge,15,3,4,0.9091117499721728,0.14834206207390532,0.10790887345688513,0.001210291640601284,0.080872771970661,-12.533277737608572,0.9454520806909231,0.7901097800619539,0.008872894864184544,0.9543675264802118,-72.45511236307303,0.9952381153593288,0.8743702568012353,0.009800231638645103,0.7979358187895471
7348 Sok. No:2 Polis Merkezi Yamanlar,RandomForest,15,3,4,0.1423527883183362,0.45568505041567453,0.37964308572408734,0.004254350760685353,0.3697514970775444,-0.1728177704538585,0.27832568938768115,0.25015454132397963,0.0028067197334962976,0.284569248317311,-0.1817366001264904,0.1262339958407969,0.11085225222994666,0.001241648570729847,0.10198720227058544
7348 Sok. No:2 Polis Merkezi Yamanlar,GradientBoosting,15,3,4,-3.300529725480672e-05,0.49205948515581693,0.41271419734432396,0.0046254743500051855,0.3910606925069402,-0.09472727689264793,0.268900118902077,0.23857959657043182,0.002677649731774042,0.23921964960774744,-0.0006751940096123565,0.11616159148436724,0.09210686651340438,0.0010314988371301441,0.08110427957953448
7348 Sok. No:2 Polis Merkezi Yamanlar,XGBoost,15,3,4,0.7579277713811796,0.24209338631941876,0.14819721758317808,0.0016617813868542478,0.08725626037703194,-1.1942673725189956,0.3806999303003075,0.3196807077361304,0.003584983056769041,0.4588403468878113,0.04640709400859255,0.11339593654902978,0.0972634008156632,0.0010894910730542239,0.11715394886552843
