Location,Model,n_train,n_val,n_test,Train_R2,Train_RMSE,Train_MAE,Train_MAPE,Train_MedAE,Val_R2,Val_RMSE,Val_MAE,Val_MAPE,Val_MedAE,Test_R2,Test_RMSE,Test_MAE,Test_MAPE,Test_MedAE
Eski Izmir Cad. 3959 Kvs Uzundere,Ridge,15,3,4,0.7152694492722604,0.15279066182468548,0.09963225112754705,0.001109214634952233,0.06270339889114496,-11.408212794701225,0.25360769905016967,0.24186475185822096,0.002683465873743134,0.29293547928273256,0.04941314748776415,0.19558216790847144,0.14202738366005363,0.0015771891265129706,0.07013195523328619
Eski Izmir Cad. 3959 Kvs Uzundere,RandomForest,15,3,4,0.16255458662137456,0.2620342327042356,0.15952086341525462,0.0017769325618691202,0.08105159972562603,-1.694367555984892,0.1181778916061753,0.09137039652000094,0.0010131090429811326,0.07858249940747442,-1.0389255762817573,0.28644024788966493,0.2688329511059635,0.002976897504002137,0.2795891351562645
Eski Izmir Cad. 3959 Kvs Uzundere,GradientBoosting,15,3,4,-0.0002790181043472728,0.28637846543138135,0.17930443077126293,0.0019971129206047284,0.10410609069052157,-1.5778870342861113,0.11559518875249786,0.09043692165009531,0.0010027780273002102,0.07637863825308955,-0.9620412516911556,0.28098777225184074,0.2634983477974586,0.0029178974367892498,0.2598292882192652
Eski Izmir Cad. 3959 Kvs Uzundere,XGBoost,15,3,4,0.18403554502190145,0.25865173636538236,0.1462420386636533,0.0016295311814314547,0.06468483181465956,-0.8173954792000393,0.09705826844331568,0.07543263997084655,0.0008364000337597758,0.05895075224441371,-0.8443146438131659,0.27242744751488734,0.24779206470523008,0.002743392900821186,0.2528460433238706
