Location,Model,n_train,n_val,n_test,Train_R2,Train_RMSE,Train_MAE,Train_MAPE,Train_MedAE,Val_R2,Val_RMSE,Val_MAE,Val_MAPE,Val_MedAE,Test_R2,Test_RMSE,Test_MAE,Test_MAPE,Test_MedAE
Cumhuriyet Meydanı No:16 Işıkkent,Ridge,14,3,4,0.8606940531397764,0.2306860794914147,0.19389495934628695,0.0021644455190643138,0.1660788840856,-65.96977401122689,2.843178323440682,2.167680668270961,0.024285455520564714,1.2798439866558482,-5.189535136116199,1.0452567963512251,0.9236033777131532,0.01037447707983169,0.9904003924700717
Cumhuriyet Meydanı No:16 Işıkkent,RandomForest,14,3,4,0.08984745291724938,0.5896491195796412,0.5279400933672491,0.0058941824283680186,0.5386225964832363,-0.015293224754693746,0.3500744593052492,0.33202778067575406,0.0037088321696330992,0.3981384357717701,-0.7657615721310578,0.5582902126133417,0.4549164469921756,0.005115866243219606,0.37749416155079984
Cumhuriyet Meydanı No:16 Işıkkent,GradientBoosting,14,3,4,-0.0007739274487599257,0.6183075523265448,0.5497820241803879,0.00613693833207162,0.5403286088101069,-0.0033983897228435644,0.3480177401000424,0.31166084723760906,0.0034800407063375794,0.4044108858590789,-0.5959009949738356,0.5307584980920864,0.42702010194142304,0.004801939501051531,0.37630552935684847
Cumhuriyet Meydanı No:16 Işıkkent,XGBoost,14,3,4,0.8676766597868781,0.22483027288344973,0.16579350750907093,0.0018510955890898959,0.1338702932647422,-0.35821628985042264,0.4049012804085787,0.37479331301936253,0.004182531264199363,0.3665286201184017,-0.46701496756168615,0.5088751649486016,0.37573953242607416,0.004228829083726456,0.3647806477660467
