Location,Model,n_train,n_val,n_test,Train_R2,Train_RMSE,Train_MAE,Train_MAPE,Train_MedAE,Val_R2,Val_RMSE,Val_MAE,Val_MAPE,Val_MedAE,Test_R2,Test_RMSE,Test_MAE,Test_MAPE,Test_MedAE,BestModelFile,FeatureRowsUsed
113/19 Sok. No:10 İzyuva,RandomForest,15,3,4,0.41795126967626206,0.18606610082057123,0.15869128595635498,0.0017633983951134823,0.18021176438317354,-11.91399812953894,0.7497640376208818,0.7194290809779554,0.00806746838770382,0.7845683884815173,-17.389755492410686,0.6114187528976398,0.5917735973354503,0.00662362482530441,0.6317764888684181,ai_outputs\per_location_next_week\models\113_19_Sok._No_10_İzyuva_best_RandomForest.pkl,22
1620/19 İle 1620/39 Sok. Kavsağı Cengizhan,XGBoost,15,3,4,0.7600474335497238,0.22001086666932151,0.14762438587373009,0.0016539316790404423,0.08958226333558628,0.17589372911755663,0.2342969549351376,0.1789918742906309,0.002010682182496321,0.11632132923858762,0.19880104948888766,0.17602601623756783,0.12931063602568216,0.0014446269352771492,0.063960070596913,ai_outputs\per_location_next_week\models\1620_19_İle_1620_39_Sok._Kavsağı_Cengizhan_best_XGBoost.pkl,22
1643/7 Sok. No:8 Adalet Mah,GradientBoosting,15,3,4,-5.678821318100269e-05,0.4852541149907543,0.41330740845354985,0.004631009077808029,0.48239762291272825,-0.030031550951840957,0.21024938341950203,0.20662298616301675,0.002312739859731053,0.20269689488810627,-1.108556229536081,0.13949254260916344,0.1265967430682018,0.001419311788315948,0.13376820843007664,ai_outputs\per_location_next_week\models\1643_7_Sok._No_8_Adalet_Mah_best_GradientBoosting.pkl,22
1754 Sok. No:25 Asm Mevlana,XGBoost,15,3,4,0.485373102385949,0.20736709461373987,0.1593522792196647,0.0017722856546974475,0.1598135162228118,-3.758483369553991,0.5924442066958634,0.5263124846435735,0.005896031105132478,0.3495270215069155,-6.375477430782916,0.7498369944536704,0.6978896134792372,0.007831086809428246,0.6569535743250938,ai_outputs\per_location_next_week\models\1754_Sok._No_25_Asm_Mevlana_best_XGBoost.pkl,22
1799 Sok No:14 Bostanlı,RandomForest,14,3,4,0.1389949666743484,0.3115846905275865,0.248038710597001,0.0027833049012707402,0.2074379066022587,-7.964824299810678,0.393522948412605,0.3699287560807581,0.004135665519656594,0.3324698241748507,-0.06755227336654523,0.47796910694952927,0.4355075703293174,0.004875863236272009,0.46477758724671503,ai_outputs\per_location_next_week\models\1799_Sok_No_14_Bostanlı_best_RandomForest.pkl,21
220 Sok. No:163/b Çamlıkule,GradientBoosting,15,3,4,-0.0011339987276219876,0.17761228946265012,0.13721317938034852,0.0015207260254984786,0.10552193451323433,-0.01911152165142438,0.10440679824706725,0.08451238754385788,0.0009369614034994705,0.10532206217240514,-1.9943972428792884,0.18668558931626397,0.16019842117022165,0.0017726203375719519,0.17113231158316466,ai_outputs\per_location_next_week\models\220_Sok._No_163_b_Çamlıkule_best_GradientBoosting.pkl,22
273/4 No:6 Aile Sağlığı Merkezi Özkanlar,RandomForest,14,3,4,0.1957440203402251,0.462780655841754,0.4133507366093312,0.004624117999391345,0.43672861460623125,-0.2318959883033438,0.28239390983336243,0.23468752596142414,0.002626437212536242,0.3104264859131973,-0.1690472704620718,0.5806315332890571,0.4961229599971091,0.005588109856332197,0.4839834436036412,ai_outputs\per_location_next_week\models\273_4_No_6_Aile_Sağlığı_Merkezi_Özkanlar_best_RandomForest.pkl,21
3 İle 3/8 Sok. Kvs. Adatepe,GradientBoosting,15,3,4,-0.001645945803719906,0.16038941227520612,0.12972610483025354,0.0014378048438978715,0.08558155445557247,-0.022982362426763103,0.0973906279457351,0.08668973256186518,0.0009611566203194342,0.1081382508458546,-0.18222097360589662,0.11981517164302308,0.1093103249116325,0.0012109396574718843,0.1039975480389046,ai_outputs\per_location_next_week\models\3_İle_3_8_Sok._Kvs._Adatepe_best_GradientBoosting.pkl,22
34.sok. No:5 Tsm Güzelyalı,GradientBoosting,14,3,3,-0.00024403360547498032,0.30500853889653673,0.22563041751735927,0.0025142406080107377,0.1230907035068185,-0.12974851749176897,0.27474741981336986,0.2733630787911352,0.003046930467895386,0.27038038741314097,-0.18864964880929747,0.30225917963266824,0.2957609554253793,0.0032986092622569706,0.2630189428639085,ai_outputs\per_location_next_week\models\34.sok._No_5_Tsm_Güzelyalı_best_GradientBoosting.pkl,20
3513 İle 3514 Sok. Kvs Levent,XGBoost,15,3,4,0.5957848746465171,0.19132745896247372,0.14078890539030814,0.0015683896058838584,0.08459240716609884,-0.14006979039068468,0.9073242722362738,0.7823768456453214,0.00878571600925015,0.47780269247718365,-46.65939235425822,0.441475398059659,0.4297166925018665,0.004763943777499037,0.3864798867221211,ai_outputs\per_location_next_week\models\3513_İle_3514_Sok._Kvs_Levent_best_XGBoost.pkl,22
3586 Sok. No:1 Gürçeşme,RandomForest,14,3,3,0.1577189340068068,0.20436580806218718,0.14908998423518025,0.0016521196569693694,0.10239345508210818,-0.5076237813992361,0.13129330820937224,0.0952874455012136,0.0010579857849379092,0.03697932353475153,-4.837598945963652,0.5396935261717739,0.4859903213796315,0.005421885389034087,0.4613129313365647,ai_outputs\per_location_next_week\models\3586_Sok._No_1_Gürçeşme_best_RandomForest.pkl,20
3948/6 Sok. No:2 C.çeşme,GradientBoosting,15,3,4,-0.0010899140346150027,0.24487219311952974,0.1795902365170292,0.0019980286373123208,0.14183914613884951,-1.9534124991095037,0.12025804638154593,0.09780230069682243,0.0010846322289857007,0.0709004291562394,-1.264299187237027,0.31187122861965144,0.28354893250851987,0.003138413181891331,0.2876331403892962,ai_outputs\per_location_next_week\models\3948_6_Sok._No_2_C.çeşme_best_GradientBoosting.pkl,22
4058 Sok. İle 4056 Sok. Kavşağı,XGBoost,14,3,4,0.1888703153517297,0.2175169557708362,0.15177021137542315,0.0016808940471360254,0.09819858213954546,-0.3894612159298545,0.18138548948550218,0.17967980504666534,0.001992898257074513,0.164562321591049,-0.07459590802446936,0.13890470998417487,0.13174880043316506,0.0014619425441978302,0.13798564969726357,ai_outputs\per_location_next_week\models\4058_Sok._İle_4056_Sok._Kavşağı_best_XGBoost.pkl,21
4969 Sok. No:2/a Çamlık,Ridge,15,3,4,0.8938687560615174,0.06119075490884736,0.04727519589409136,0.0005247488240620103,0.037460277609753234,-5.079025124540881,0.2498027077344686,0.2159575341890966,0.002398714086184022,0.29133858360573583,-0.022866719856966977,0.21164446751283242,0.16787428074079003,0.001857998402657661,0.1301498225261355,ai_outputs\per_location_next_week\models\4969_Sok._No_2_a_Çamlık_best_Ridge.pkl,22
514 Sok.. No:3/a Beyazevler,GradientBoosting,15,3,4,-0.00025137182633550026,0.1837036122139763,0.1542177037315014,0.0017124167880167478,0.12695779972533217,-0.06870586066390993,0.09399558338645905,0.0833878087518561,0.0009251659432147502,0.0893324986541586,-0.0022950632662208648,0.3223102824834081,0.30596827157583206,0.003398252952167868,0.2905450997815393,ai_outputs\per_location_next_week\models\514_Sok.._No_3_a_Beyazevler_best_GradientBoosting.pkl,22
52/74 İle 52/18 Sok. Kvs Esendere,GradientBoosting,15,3,4,-1.2477197404381357e-05,0.43350070988026723,0.31768505378729134,0.0035459263543577545,0.22839162346616604,-0.1921955368864876,0.33128406144110106,0.3056987877447976,0.003406449803999782,0.259026680198275,-0.5682333328822429,0.6974532332620561,0.6295716431575009,0.007048561441972797,0.6583235147713111,ai_outputs\per_location_next_week\models\52_74_İle_52_18_Sok._Kvs_Esendere_best_GradientBoosting.pkl,22
5227 Sok. No:35/c Çamdibi,GradientBoosting,14,3,4,-0.0010757652639674653,0.6044153448011207,0.5282005279890711,0.005893495054511087,0.618806343136697,-65.66107656294159,0.4802255049890193,0.4766099007780629,0.00534465256799798,0.438721719254346,-1.013572647359303,0.6500089625000098,0.5103788105069711,0.00574497635770529,0.4159224704428084,ai_outputs\per_location_next_week\models\5227_Sok._No_35_c_Çamdibi_best_GradientBoosting.pkl,21
5777 İle 5780 Sok. Kvs. U. Mumcu,GradientBoosting,15,3,4,-0.00022327549277800784,0.193199305888665,0.16077456821901706,0.0017842110978924625,0.14179484060400682,-0.25683867860130727,0.16135680181806963,0.14442565192337042,0.0016047871632766612,0.10722546403805211,-0.22372797989231485,0.6348392607836729,0.48951170367829633,0.005474888659962613,0.3272004892013669,ai_outputs\per_location_next_week\models\5777_İle_5780_Sok._Kvs._U._Mumcu_best_GradientBoosting.pkl,22
6276 Sok.i̇le 6279 Sok Kavşağı,XGBoost,14,3,4,0.7169316037809597,0.22404268512568604,0.16334576647893329,0.0018331667510031108,0.1104466292593429,0.27654353558480615,0.1797721376949945,0.1439898955416036,0.0016079122894864905,0.10992406527810772,0.1548901575687225,0.394134984337728,0.377154442755927,0.004231698316320548,0.37802582547963226,ai_outputs\per_location_next_week\models\6276_Sok.i̇le_6279_Sok_Kavşağı_best_XGBoost.pkl,21
65/17 Sok. No:45 Yumurtacı Ahmet Camii,XGBoost,14,3,4,0.5120239120490662,0.21446756591874075,0.15474033505830675,0.0017252161267046246,0.10299660761912577,-6.25505183707149,0.18842444508707365,0.15071888232783218,0.0016825695798839454,0.11012249179681532,-0.7548521699519508,0.38106462965527216,0.3100189041768182,0.003470938958610593,0.2256311711972785,ai_outputs\per_location_next_week\models\65_17_Sok._No_45_Yumurtacı_Ahmet_Camii_best_XGBoost.pkl,21
6730 Sok. No:6/a Yamaç Mah,GradientBoosting,15,3,4,-5.3782091113951935e-06,0.49789194712463586,0.42652980734954915,0.00477767408177571,0.45856294767976635,-0.3102609404203014,0.3177462688861266,0.2934829893233039,0.0032946794204787642,0.20829478006517377,-7.891006624462072,0.13152799018245026,0.12391073154799415,0.0013893747565104397,0.13588322945209796,ai_outputs\per_location_next_week\models\6730_Sok._No_6_a_Yamaç_Mah_best_GradientBoosting.pkl,22
6800 Sok. No:9 Sağlık Ocağı Evka 2,Ridge,14,3,4,0.7789562876322992,0.16279579748931633,0.1414543638309423,0.0015879568461072853,0.17957927755946912,-17.447522056433687,0.5808157359649316,0.4469945406134457,0.004998671393820777,0.22697590667335987,0.7277481951829032,0.1801198955851016,0.16537088430048996,0.0018547534364787266,0.16970416263782084,ai_outputs\per_location_next_week\models\6800_Sok._No_9_Sağlık_Ocağı_Evka_2_best_Ridge.pkl,21
682/4 Sok. No:2 Gediz,GradientBoosting,14,3,4,-0.00024914935711173314,0.23640082993048034,0.17929313616534362,0.001986888685587599,0.12654997407722846,-0.26843003518357067,0.12500403587786119,0.0843575278546685,0.0009364598930101838,0.04027864825168592,-5.354563781273034,0.42599142646668714,0.3910389652601687,0.004355065408101799,0.36055826358726506,ai_outputs\per_location_next_week\models\682_4_Sok._No_2_Gediz_best_GradientBoosting.pkl,21
7019 Sok. No:20/3 Merkez Cami Gümüşpala,GradientBoosting,12,3,3,-0.0011284573092487094,0.3444171271714639,0.295380855808651,0.0033122675322230424,0.2885898876993451,-1.7733242610218825,0.3229907062938602,0.26526717605806976,0.002962129778693002,0.34522539472274616,-0.19128819936227326,0.42584152884146753,0.42460903106734804,0.004773082925177685,0.434487419780865,ai_outputs\per_location_next_week\models\7019_Sok._No_20_3_Merkez_Cami_Gümüşpala_best_GradientBoosting.pkl,18
7191 Sok. No:1/a Doğançay,GradientBoosting,15,3,4,-0.00010047110015021232,0.42213297450636134,0.3583156642996651,0.0040163652047623365,0.31518768988301815,-1.5663966868534818,0.29941885143384267,0.23392041461238477,0.0026309075088144147,0.112304105042071,-0.05091661193530794,0.1590080993776033,0.14012847490163693,0.0015707197025807463,0.12633851591452583,ai_outputs\per_location_next_week\models\7191_Sok._No_1_a_Doğançay_best_GradientBoosting.pkl,22
7348 Sok. No:2 Polis Merkezi Yamanlar,XGBoost,15,3,4,0.7579277713811796,0.24209338631941876,0.14819721758317808,0.0016617813868542478,0.08725626037703194,-1.1942673725189956,0.3806999303003075,0.3196807077361304,0.003584983056769041,0.4588403468878113,0.04640709400859255,0.11339593654902978,0.0972634008156632,0.0010894910730542239,0.11715394886552843,ai_outputs\per_location_next_week\models\7348_Sok._No_2_Polis_Merkezi_Yamanlar_best_XGBoost.pkl,22
7659/2 Sok. No:1/b Postacılar Mah,RandomForest,15,3,4,0.17823581353087026,0.4702242125762843,0.40691226280624637,0.004558218988737706,0.43527713675401003,-0.16957925290850628,0.297231184673632,0.2618323194329643,0.0029366114358205116,0.34402808423064357,-0.953502153218422,0.09263889405899292,0.08500155721481661,0.0009534842705096585,0.08011005343899313,ai_outputs\per_location_next_week\models\7659_2_Sok._No_1_b_Postacılar_Mah_best_RandomForest.pkl,22
8022/1 Sok. No:8/1-b Ataşehir,GradientBoosting,14,3,4,-0.0004687653873347575,0.496295297930312,0.40116506176939637,0.004497757061898035,0.4342463495490918,-7.032305286742352,0.28438815651460025,0.2660971730977053,0.0029782871947118803,0.19562625922318944,-0.03045109696267878,0.4773463035199396,0.4632637340783319,0.005193503244626854,0.4714318130936377,ai_outputs\per_location_next_week\models\8022_1_Sok._No_8_1-b_Ataşehir_best_GradientBoosting.pkl,21
